Gene	ensembl_id
GFOD1	ENSG00000145990
GGCT	ENSG00000006625
GJA1	ENSG00000152661
GK5	ENSG00000175066
GLRB	ENSG00000109738
GLYATL2	ENSG00000156689
GPR115	ENSG00000153294
GREM2	ENSG00000180875
GRIA4	ENSG00000152578
GTF3C4	ENSG00000125484
H2AFY	ENSG00000113648
HEATR1	ENSG00000119285
HERC1	ENSG00000103657
HGD	ENSG00000113924
HIPK1	ENSG00000163349
HNF4G	ENSG00000164749
HSD17B2	ENSG00000086696
HSPA12A	ENSG00000165868
HSPA4	ENSG00000170606
HTR3A	ENSG00000166736
HTR3B	ENSG00000149305
HYLS1	ENSG00000198331
IGSF9	ENSG00000085552
IL34	ENSG00000157368
INO80E	ENSG00000169592
ITPRIP	ENSG00000148841
KCNIP1	ENSG00000182132
KCNQ3	ENSG00000184156
KIAA1211	ENSG00000109265
KIAA1731	ENSG00000166004
KIT	ENSG00000157404
KLHL25	ENSG00000183655
LCT	ENSG00000115850
LDB2	ENSG00000169744
LGALS8	ENSG00000116977
LIPK	ENSG00000204021
LIPN	ENSG00000204020
LMCD1	ENSG00000071282
LRIG1	ENSG00000144749
MAGI3	ENSG00000081026
MAP4K3	ENSG00000011566
MAPK3	ENSG00000102882
MATN1	ENSG00000162510
MCM6	ENSG00000076003
MED17	ENSG00000042429
MEIG1	ENSG00000197889
MGST2	ENSG00000085871
MIPOL1	ENSG00000151338
MMP2	ENSG00000087245
MOXD1	ENSG00000079931
MRS2	ENSG00000124532
MRVI1	ENSG00000072952
MTFMT	ENSG00000103707
MTMR14	ENSG00000163719
MTR	ENSG00000116984
MYLPF	ENSG00000180209
N4BP2	ENSG00000078177
NDRG1	ENSG00000104419
NDRG2	ENSG00000165795
NDUFB4	ENSG00000065518
NEBL	ENSG00000078114
NELL1	ENSG00000165973
NFAT5	ENSG00000102908
NOB1	ENSG00000141101
NOD1	ENSG00000106100
NPAS3	ENSG00000151322
NQO1	ENSG00000181019
NR4A3	ENSG00000119508
NRG2	ENSG00000158458
NRG3	ENSG00000185737
NTNG2	ENSG00000196358
OBFC1	ENSG00000107960
OLFML3	ENSG00000116774
OPRD1	ENSG00000116329
OR10G2	ENSG00000255582
OR4E2	ENSG00000221977
OSGEP	ENSG00000092094
PAPD5	ENSG00000121274
PARVA	ENSG00000197702
PATE3	ENSG00000236027
PAX9	ENSG00000198807
PCBD2	ENSG00000132570
PCDH15	ENSG00000150275
PDE5A	ENSG00000138735
PDXDC2P	ENSG00000255185
PGM2	ENSG00000169299
PHTF1	ENSG00000116793
PHYHIPL	ENSG00000165443
PKD1L2	ENSG00000166473
PLAT	ENSG00000104368
PLD5	ENSG00000180287
PLEKHB1	ENSG00000021300
PLSCR4	ENSG00000114698
PNLIP	ENSG00000175535
PNLIPRP3	ENSG00000203837
PNP	ENSG00000198805
POFUT2	ENSG00000186866
POU3F2	ENSG00000184486
POU6F2	ENSG00000106536
PPIB	ENSG00000166794
PRDM10	ENSG00000170325
PRKCD	ENSG00000163932
PRM3	ENSG00000178257
PROK2	ENSG00000163421
PRPF18	ENSG00000165630
PTGFRN	ENSG00000134247
PTPRU	ENSG00000060656
PTPRZ1	ENSG00000106278
R3HDM1	ENSG00000048991
RAB8B	ENSG00000166128
RALGAPA1	ENSG00000174373
RARS	ENSG00000113643
RASL12	ENSG00000103710
RBFOX3	ENSG00000167281
RBM45	ENSG00000155636
RBM7	ENSG00000076053
RBPMS2	ENSG00000166831
RGS7	ENSG00000182901
RHOJ	ENSG00000126785
RIPK1	ENSG00000137275
RNASE1	ENSG00000129538
RNASE13	ENSG00000206150
RNASE3	ENSG00000169397
RNASE6	ENSG00000169413
RNASE7	ENSG00000165799
RNASE9	ENSG00000188655
RNF141	ENSG00000110315
RNF220	ENSG00000187147
RPA2	ENSG00000117748
RPGRIP1L	ENSG00000103494
RPP38	ENSG00000152464
RRP15	ENSG00000067533
SAMD12	ENSG00000177570
SCOC	ENSG00000153130
SEMA3E	ENSG00000170381
SEPN1	ENSG00000162430
SEPT1	ENSG00000180096
SETD5	ENSG00000168137
SF3B3	ENSG00000189091
SGK1	ENSG00000118515
SH3PXD2A	ENSG00000107957
SH3PXD2B	ENSG00000174705
SLAMF9	ENSG00000162723
SLC16A9	ENSG00000165449
SLC25A21	ENSG00000183032
SLC2A12	ENSG00000146411
SLC39A2	ENSG00000165794
SLC44A5	ENSG00000137968
SLK	ENSG00000065613
SLX1A	ENSG00000132207
SLX1A-SULT1A3	ENSG00000213599
SLX1B	ENSG00000181625
SMPDL3B	ENSG00000130768
SNTG1	ENSG00000147481
SNX1	ENSG00000028528
SPAG16	ENSG00000144451
SPG21	ENSG00000090487
SPOCK1	ENSG00000152377
SPON1	ENSG00000262655
SPRED1	ENSG00000166068
SRGAP3	ENSG00000196220
STX7	ENSG00000079950
SULT1A3	ENSG00000261052
TAAR1	ENSG00000146399
TAF12	ENSG00000120656
TAF1D	ENSG00000166012
TBC1D10B	ENSG00000169221
TBPL1	ENSG00000028839
TDP2	ENSG00000111802
TGFBI	ENSG00000120708
THUMPD3	ENSG00000134077
TJP1	ENSG00000104067
TLR10	ENSG00000174123
TMEM200B	ENSG00000253304
TMEM55B	ENSG00000165782
TPM1	ENSG00000140416
TTBK2	ENSG00000128881
TTC5	ENSG00000136319
TTF1	ENSG00000125482
UBC	ENSG00000150991
UBR1	ENSG00000159459
UBXN4	ENSG00000144224
USP28	ENSG00000048028
USP3	ENSG00000140455
USP53	ENSG00000145390
VEPH1	ENSG00000197415
VIM	ENSG00000026025
VNN1	ENSG00000112299
VNN2	ENSG00000112303
VNN3	ENSG00000093134
WDFY3	ENSG00000163625
WDTC1	ENSG00000142784
WHSC1L1	ENSG00000147548
WWC1	ENSG00000113645
WWOX	ENSG00000186153
WWP2	ENSG00000198373
YTHDF2	ENSG00000198492
ZNF609	ENSG00000180357
ZNRF2	ENSG00000180233
ZRANB3	ENSG00000121988
CDCA7L	ENSG00000164649
GPR149	ENSG00000174948
M6PR	ENSG00000003056
C1orf137	ENSG00000203864
CD58	ENSG00000116815
AGAP2	ENSG00000135439
AVIL	ENSG00000135407
B4GALNT1	ENSG00000135454
CDK4	ENSG00000135446
CYP27B1	ENSG00000111012
DTX3	ENSG00000178498
KIF5A	ENSG00000155980
METTL1	ENSG00000037897
METTL21B	ENSG00000123427
OS9	ENSG00000135506
TSPAN31	ENSG00000135452
CBLB	ENSG00000114423
ARRDC2	ENSG00000105643
BMP10	ENSG00000163217
CCDC155	ENSG00000161609
CD37	ENSG00000104894
CD69	ENSG00000110848
CD86	ENSG00000114013
CLEC12A	ENSG00000172322
CLEC2D	ENSG00000069493
CLEC9A	ENSG00000197992
CLECL1	ENSG00000184293
DKKL1	ENSG00000104901
EOMES	ENSG00000163508
GABARAPL1	ENSG00000139112
IFI30	ENSG00000216490
IL12B	ENSG00000113302
KIAA1683	ENSG00000130518
KLRB1	ENSG00000111796
KLRF1	ENSG00000150045
MAST3	ENSG00000099308
MPV17L2	ENSG00000254858
PDE4C	ENSG00000105650
RAB3A	ENSG00000105649
SLC6A16	ENSG00000063127
TEAD2	ENSG00000074219
TMEM87B	ENSG00000153214
TNFSF14	ENSG00000125735
CCDC116	ENSG00000161180
CYP24A1	ENSG00000019186
MALT1	ENSG00000172175
MAPK1	ENSG00000100030
POGLUT1	ENSG00000163389
PPM1F	ENSG00000100034
RPL24	ENSG00000114391
TMEM191C	ENSG00000206140
TNFRSF1A	ENSG00000067182
ZNF398	ENSG00000197024
ZNF746	ENSG00000181220
INSL4	ENSG00000120211
INSL6	ENSG00000120210
JAK2	ENSG00000096968
AC002472.13	NA
ACTB	ENSG00000075624
ADM2	ENSG00000128165
AIMP2	ENSG00000106305
AK4	ENSG00000162433
ALDH1L1	ENSG00000144908
ARHGEF16	ENSG00000130762
BDP1	ENSG00000145734
BLOC1S2	ENSG00000196072
BNIPL	ENSG00000163141
C11orf94	ENSG00000234776
C16orf11	ENSG00000161992
CCDC37	ENSG00000163885
CHUK	ENSG00000213341
CNIH4	ENSG00000143771
COL13A1	ENSG00000197467
COX4I1	ENSG00000131143
CPLX2	ENSG00000145920
CST2	ENSG00000170369
CXCL12	ENSG00000107562
CYTH3	ENSG00000008256
DAAM1	ENSG00000100592
DAGLB	ENSG00000164535
DECR2	ENSG00000242612
DIDO1	ENSG00000101191
DMPK	ENSG00000104936
DMWD	ENSG00000185800
DNAJC6	ENSG00000116675
EFCAB4B	ENSG00000130038
EIF2AK1	ENSG00000086232
ERGIC1	ENSG00000113719
ERLIN1	ENSG00000107566
FKBP4	ENSG00000004478
FOXA3	ENSG00000170608
GPR135	ENSG00000181619
GPR160	ENSG00000173890
GYLTL1B	ENSG00000165905
HAR1A	ENSG00000225978
HRH4	ENSG00000134489
ILF3	ENSG00000129351
ITPK1	ENSG00000100605
JKAMP	ENSG00000050130
JMJD7	ENSG00000243789
JMJD7-PLA2G4B	ENSG00000168970
JPH3	ENSG00000154118
LAMA3	ENSG00000053747
LANCL2	ENSG00000132434
LDHD	ENSG00000166816
LRPAP1	ENSG00000163956
LRRC31	ENSG00000114248
LYSMD1	ENSG00000163155
LZTR1	ENSG00000099949
MAPKAP1	ENSG00000119487
MAPKBP1	ENSG00000137802
MARCH10	ENSG00000173838
MCCC2	ENSG00000131844
MGA	ENSG00000174197
MLLT11	ENSG00000213190
NPC2	ENSG00000119655
NPDC1	ENSG00000107281
NUP210	ENSG00000132182
NVL	ENSG00000143748
P2RX6	ENSG00000099957
PDIA2	ENSG00000185615
PEX16	ENSG00000121680
PFKP	ENSG00000067057
PHC3	ENSG00000173889
PIGQ	ENSG00000007541
PIP5K1A	ENSG00000143398
PKD2L1	ENSG00000107593
PLA2G4B	ENSG00000243708
POGZ	ENSG00000143442
PRKCI	ENSG00000163558
PRUNE	ENSG00000143363
PTPRN2	ENSG00000155093
QTRT1	ENSG00000213339
RAB40C	ENSG00000197562
RAC1	ENSG00000136238
ROPN1B	ENSG00000114547
RSPH6A	ENSG00000104941
SBF1	ENSG00000100241
SCNM1	ENSG00000163156
SLC41A3	ENSG00000114544
SLC44A2	ENSG00000129353
SLC7A8	ENSG00000092068
SPTBN5	ENSG00000137877
SRF	ENSG00000112658
STOML1	ENSG00000067221
SYMPK	ENSG00000125755
TAF4	ENSG00000130699
TFF1	ENSG00000160182
THAP7	ENSG00000184436
TP73	ENSG00000078900
TRAPPC9	ENSG00000167632
TRDMT1	ENSG00000107614
TSPAN9	ENSG00000011105
UHRF1	ENSG00000276043
VOPP1	ENSG00000154978
WDR26	ENSG00000162923
WFIKKN1	ENSG00000127578
ZC3H3	ENSG00000014164
C1QTNF9B	ENSG00000205863
CLNK	ENSG00000109684
CPD	ENSG00000108582
DHX15	ENSG00000109606
LPPR5	ENSG00000117598
RNF135	ENSG00000181481
SCML4	ENSG00000146285
ASPA	ENSG00000108381
COG3	ENSG00000136152
CRB2	ENSG00000148204
DENND1A	ENSG00000119522
FAM194B	ENSG00000165837
OR1E2	ENSG00000127780
SH3BP5L	ENSG00000175137
ZNF285	ENSG00000267508
ZNF536	ENSG00000198597
ZNF672	ENSG00000171161
ZNF692	ENSG00000171163
FUT6	ENSG00000156413
SACS	ENSG00000151835
TNFRSF19	ENSG00000127863
BARD1	ENSG00000138376
C11orf21	ENSG00000110665
C19orf33	ENSG00000167644
CCND1	ENSG00000110092
EEFSEC	ENSG00000132394
EHBP1	ENSG00000115504
ITGA6	ENSG00000091409
KITLG	ENSG00000049130
KLF5	ENSG00000102554
KLK3	ENSG00000142515
LMTK2	ENSG00000164715
MSMB	ENSG00000263639
NKX3-1	ENSG00000167034
NR5A2	ENSG00000116833
PDK1	ENSG00000152256
PDLIM5	ENSG00000163110
PPP1R14A	ENSG00000167641
RUVBL1	ENSG00000175792
SPINT2	ENSG00000167642
SPRY4	ENSG00000187678
SYT8	ENSG00000149043
TH	ENSG00000180176
AGTRAP	ENSG00000177674
C1orf167	ENSG00000215910
FBXO6	ENSG00000116663
NPPA	ENSG00000175206
NPPB	ENSG00000120937
PLOD1	ENSG00000083444
TNFRSF1B	ENSG00000028137
VPS13D	ENSG00000048707
DYTN	ENSG00000232125
FAM188B	ENSG00000106125
INMT-FAM188B	ENSG00000254959
ITGB6	ENSG00000115221
MARCH7	ENSG00000136536
PLA2R1	ENSG00000153246
LMO1	ENSG00000166407
HACE1	ENSG00000085382
ABCA12	ENSG00000144452
PLCB4	ENSG00000101333
ARHGEF11	ENSG00000132694
DDR2	ENSG00000162733
FCRL4	ENSG00000163518
FCRL5	ENSG00000143297
KCNJ9	ENSG00000162728
KIRREL	ENSG00000183853
CHRNA6	ENSG00000147434
CHRNB3	ENSG00000147432
IKBKB	ENSG00000104365
POLB	ENSG00000070501
SLC20A2	ENSG00000168575
VDAC3	ENSG00000078668
BMP2K	ENSG00000138756
AGPAT6	ENSG00000158669
CELF3	ENSG00000159409
FAM134B	ENSG00000154153
FAT1	ENSG00000083857
FSCB	ENSG00000189139
GINS4	ENSG00000147536
MRPL9	ENSG00000143436
OAZ3	ENSG00000143450
PAIP2B	ENSG00000124374
PANK4	ENSG00000157881
PRKCZ	ENSG00000067606
PTK2	ENSG00000169398
RIIAD1	ENSG00000178796
SNRPA1	ENSG00000131876
SNX27	ENSG00000143376
SOX5	ENSG00000134532
ZNF622	ENSG00000173545
C6orf222	ENSG00000189325
TEAD3	ENSG00000007866
LAPTM4A	ENSG00000068697
KCNMA1	ENSG00000156113
ALPK1	ENSG00000073331
HOXB2	ENSG00000173917
HOXB3	ENSG00000120093
HOXB5	ENSG00000120075
HOXB6	ENSG00000108511
PAX5	ENSG00000196092
ATOH7	ENSG00000179774
SIRT1	ENSG00000096717
SLC25A16	ENSG00000122912
CARD10	ENSG00000100065
CCAR1	ENSG00000060339
PAX7	ENSG00000009709
TRAF3IP3	ENSG00000009790
KIAA1598	ENSG00000187164
PNLIPRP1	ENSG00000187021
VAX1	ENSG00000148704
ALDH7A1	ENSG00000164904
C5orf48	ENSG00000196900
PHAX	ENSG00000164902
AGFG2	ENSG00000106351
C7orf43	ENSG00000146826
CNPY4	ENSG00000166997
FBXO24	ENSG00000106336
MEPCE	ENSG00000146834
PCOLCE	ENSG00000106333
PILRB	ENSG00000121716
POP7	ENSG00000172336
SRRT	ENSG00000087087
STAG3	ENSG00000066923
ZCWPW1	ENSG00000078487
ZKSCAN1	ENSG00000106261
CPT1B	ENSG00000205560
FNTB	ENSG00000257365
FOXP4	ENSG00000137166
KLHDC7B	ENSG00000130487
LGALS2	ENSG00000100079
LMF2	ENSG00000100258
MPST	ENSG00000128309
TAF8	ENSG00000137413
TFEB	ENSG00000112561
HOXD12	ENSG00000170178
HOXD3	ENSG00000128652
HOXD4	ENSG00000170166
HOXD8	ENSG00000175879
BEND7	ENSG00000165626
CNOT4	ENSG00000080802
NUP205	ENSG00000155561
OPTN	ENSG00000123240
PHYH	ENSG00000107537
PIGN	ENSG00000197563
RIN3	ENSG00000100599
ZNF429	ENSG00000197013
ZNF493	ENSG00000196268
ZNF708	ENSG00000182141
ZNF738	ENSG00000172687
BACH1	ENSG00000156273
FAM19A5	ENSG00000219438
PLCXD3	ENSG00000182836
ZNF131	ENSG00000172262
PRSS1	ENSG00000204983
ANO2	ENSG00000047617
CDH8	ENSG00000150394
PCGF3	ENSG00000185619
BST1	ENSG00000109743
FAM200B	ENSG00000237765
LAMP3	ENSG00000078081
MCCC1	ENSG00000078070
DCUN1D1	ENSG00000043093
FAM47E	ENSG00000189157
DEPDC1	ENSG00000024526
DSC1	ENSG00000134765
DSC2	ENSG00000134755
TPTE2	ENSG00000132958
CPLX1	ENSG00000168993
CTBP1	ENSG00000159692
MAEA	ENSG00000090316
SLC26A1	ENSG00000145217
SPON2	ENSG00000159674
FBXL5	ENSG00000118564
HIP1R	ENSG00000130787
MMRN1	ENSG00000138722
RXFP2	ENSG00000133105
SNCA	ENSG00000145335
STK39	ENSG00000198648
ZAR1L	ENSG00000189167
RNF10	ENSG00000022840
SPPL3	ENSG00000157837
TRIB2	ENSG00000071575
GLT6D1	ENSG00000204007
FBLN2	ENSG00000163520
C6orf52	ENSG00000137434
ABHD3	ENSG00000158201
ESCO1	ENSG00000141446
GREB1L	ENSG00000141449
PAQR9	ENSG00000188582
PCOLCE2	ENSG00000163710
SNRPD1	ENSG00000167088
TMEM229B	ENSG00000198133
ZNF600	ENSG00000189190
C4BPA	ENSG00000123838
C4BPB	ENSG00000123843
PLCG2	ENSG00000197943
STXBP5	ENSG00000164506
ACAD9	ENSG00000177646
AP2M1	ENSG00000161203
C3orf27	ENSG00000198685
GATA2	ENSG00000179348
IKZF2	ENSG00000030419
SEC61A1	ENSG00000058262
CBS	ENSG00000160200
FAM65B	ENSG00000111913
GDF5OS	ENSG00000204183
GPR17	ENSG00000144230
HS6ST1	ENSG00000136720
MYO7B	ENSG00000169994
RPN2	ENSG00000118705
ACHE	ENSG00000087085
ARNTL	ENSG00000133794
COPS6	ENSG00000168090
MUC3A	ENSG00000169894
SERPINE1	ENSG00000106366
SLC12A9	ENSG00000146828
UFSP1	ENSG00000176125
CLDN15	ENSG00000106404
MOGAT3	ENSG00000106384
MUC17	ENSG00000169876
TRIP6	ENSG00000087077
ZNHIT1	ENSG00000106400
GP6	ENSG00000088053
NLRP2	ENSG00000022556
PEAR1	ENSG00000187800
RDH13	ENSG00000160439
ABCC4	ENSG00000125257
ABCG4	ENSG00000172350
ASB15	ENSG00000146809
CBL	ENSG00000110395
CCDC153	ENSG00000248712
CKM	ENSG00000104879
LMOD2	ENSG00000170807
MARK4	ENSG00000007047
MCAM	ENSG00000076706
PDZD3	ENSG00000172367
PLEC	ENSG00000178209
WASL	ENSG00000106299
ZFPM2	ENSG00000169946
MEF2C	ENSG00000081189
MFN2	ENSG00000116688
MIIP	ENSG00000116691
TRIM58	ENSG00000162722
MRPL28	ENSG00000086504
TMEM8A	ENSG00000129925
GTF2A1L	ENSG00000242441
LHCGR	ENSG00000138039
STON1-GTF2A1L	ENSG00000068781
NEK6	ENSG00000119408
YAP1	ENSG00000137693
ZNF217	ENSG00000171940
FSHR	ENSG00000170820
GOLGA4	ENSG00000144674
ITGA9	ENSG00000144668
MEIS1	ENSG00000143995
ARL14	ENSG00000179674
IFT80	ENSG00000068885
KPNA4	ENSG00000186432
SMC4	ENSG00000113810
TRIM59	ENSG00000213186
IL12RB2	ENSG00000081985
CAPSL	ENSG00000152611
CISD2	ENSG00000145354
MANBA	ENSG00000109323
NAB1	ENSG00000138386
NFKB1	ENSG00000109320
PDGFB	ENSG00000100311
SYNGR1	ENSG00000100321
TAB1	ENSG00000100324
UBE2D3	ENSG00000109332
UGT3A1	ENSG00000145626
GADD45A	ENSG00000116717
IL7R	ENSG00000168685
RPL3	ENSG00000100316
SERBP1	ENSG00000142864
SPEF2	ENSG00000152582
SPIB	ENSG00000269404
ARL4A	ENSG00000122644
SCIN	ENSG00000006747
TMEM106B	ENSG00000106460
GNAT1	ENSG00000114349
NAT6	ENSG00000243477
SEMA3F	ENSG00000001617
SLC38A3	ENSG00000188338
CD8A	ENSG00000153563
CD8B	ENSG00000172116
MR1	ENSG00000153029
RMND5A	ENSG00000153561
STX6	ENSG00000135823
ATG16L2	ENSG00000168010
FCHSD2	ENSG00000137478
LRRC49	ENSG00000137821
P2RY2	ENSG00000175591
PCSK1	ENSG00000175426
PDE2A	ENSG00000186642
PHOX2A	ENSG00000165462
SGSM2	ENSG00000141258
THAP10	ENSG00000129028
ELK4	ENSG00000158711
KLK12	ENSG00000186474
KLK2	ENSG00000167751
SHANK1	ENSG00000161681
ATF7IP	ENSG00000171681
C12orf60	ENSG00000182993
H2AFJ	ENSG00000246705
HIST4H4	ENSG00000197837
PLBD1	ENSG00000121316
GPRC6A	ENSG00000173612
RFX6	ENSG00000185002
KRT8	ENSG00000170421
PRPH	ENSG00000135406
CLDN11	ENSG00000013297
COL6A3	ENSG00000163359
GGCX	ENSG00000115486
MAT2A	ENSG00000168906
MLPH	ENSG00000115648
SKIL	ENSG00000136603
VAMP5	ENSG00000168899
VAMP8	ENSG00000118640
LILRA3	NA
LILRB2	ENSG00000131042
LILRB3	ENSG00000204577
CEACAM21	ENSG00000007129
ATG14	ENSG00000126775
DLGAP5	ENSG00000126787
FBXO34	ENSG00000178974
GCH1	ENSG00000131979
KTN1	ENSG00000126777
LGALS3	ENSG00000131981
MAPK1IP1L	ENSG00000168175
SOCS4	ENSG00000180008
TBPL2	ENSG00000182521
WDHD1	ENSG00000198554
PDZRN4	ENSG00000165966
SIK2	ENSG00000170145
RNF114	ENSG00000124226
SLC9A8	ENSG00000197818
SNAI1	ENSG00000124216
SPATA2	ENSG00000158480
TNFAIP3	ENSG00000118503
UBLCP1	ENSG00000164332
LCE3D	ENSG00000163202
NOS2	ENSG00000007171
REL	ENSG00000162924
KIAA1841	ENSG00000162929
USP34	ENSG00000115464
GSTCD	ENSG00000138780
ADAM19	ENSG00000135074
ANAPC10	ENSG00000164162
INTS12	ENSG00000138785
MMAA	ENSG00000151611
PPA2	ENSG00000138777
SMAD1	ENSG00000170365
UGT2A3	ENSG00000135220
ARMC2	ENSG00000118690
BCAR1	ENSG00000050820
C10orf11	ENSG00000148655
CCDC38	ENSG00000165972
CFDP1	ENSG00000153774
CHST6	ENSG00000183196
KARS	ENSG00000065427
RARB	ENSG00000077092
SNRPF	ENSG00000139343
TMEM170A	ENSG00000166822
TOP2B	ENSG00000077097
DNER	ENSG00000187957
TRIP12	ENSG00000153827
ABP1	ENSG00000002726
ASB10	ENSG00000146926
ATG9B	ENSG00000181652
C1orf226	ENSG00000239887
CCT6B	ENSG00000132141
CNOT1	ENSG00000125107
GPR153	ENSG00000158292
ICMT	ENSG00000116237
LIG3	ENSG00000005156
LITAF	ENSG00000189067
NDRG4	ENSG00000103034
RFFL	ENSG00000092871
RNF207	ENSG00000158286
SLC4A2	ENSG00000164889
UAP1	ENSG00000117143
ATP1B1	ENSG00000143153
BLZF1	ENSG00000117475
NME7	ENSG00000143156
SETD6	ENSG00000103037
SLC19A2	ENSG00000117479
FCRLB	ENSG00000162746
SLC8A1	ENSG00000183023
TOMM40L	ENSG00000158882
RNF212	ENSG00000178222
ATP5O	ENSG00000241837
CACNA1C	ENSG00000151067
NUDT19	ENSG00000213965
RASA2	ENSG00000155903
TDRD12	ENSG00000173809
ACADS	ENSG00000122971
ACY3	ENSG00000132744
ADRBK1	ENSG00000173020
AFF1	ENSG00000172493
AKAP10	ENSG00000108599
ALDH3A1	ENSG00000108602
ALDOC	ENSG00000109107
ANKRD13D	ENSG00000172932
AP3M2	ENSG00000070718
ARHGEF17	ENSG00000110237
ASCL3	ENSG00000176009
ATP5A1	ENSG00000152234
ATXN1	ENSG00000124788
B3GNT6	ENSG00000198488
BBS7	ENSG00000138686
C11orf16	ENSG00000176029
C15orf27	ENSG00000169758
C18orf25	ENSG00000152242
C4orf36	ENSG00000163633
CABP1	ENSG00000157782
CABP2	ENSG00000167791
CABP4	ENSG00000175544
CARNS1	ENSG00000172508
CCDC27	ENSG00000162592
CCNA2	ENSG00000145386
CD164	ENSG00000135535
CD1B	ENSG00000158485
CDC27	ENSG00000004897
CDH15	ENSG00000129910
CDK2AP2	ENSG00000167797
CHAF1A	ENSG00000167670
CHKB	ENSG00000100288
CHKB-CPT1B	ENSG00000254413
CLCF1	ENSG00000175505
CORO1B	ENSG00000172725
CTCF	ENSG00000102974
CTU2	ENSG00000174177
CYP4Z1	ENSG00000186160
DFFB	ENSG00000169598
DHRS13	ENSG00000167536
ERAL1	ENSG00000132591
EXOSC9	ENSG00000123737
FAM65A	ENSG00000039523
FBXO22	ENSG00000167196
FBXO45	ENSG00000174013
FIG4	ENSG00000112367
FLOT2	ENSG00000132589
GMPR	ENSG00000137198
GPR152	ENSG00000175514
HAUS1	ENSG00000152240
HDGFRP2	ENSG00000167674
HSD17B11	ENSG00000198189
KIAA0100	ENSG00000007202
KLHL8	ENSG00000145332
KRT15	ENSG00000171346
LGALS9B	ENSG00000170298
LRRC33	ENSG00000174004
LRRC47	ENSG00000130764
MLEC	ENSG00000110917
MPND	ENSG00000008382
MUC20	ENSG00000176945
MYO18A	ENSG00000196535
NFASC	ENSG00000163531
NPEPPS	ENSG00000141279
NRG4	ENSG00000169752
NRIP3	ENSG00000175352
P2RY6	ENSG00000171631
PCYT1A	ENSG00000161217
PDZK1IP1	ENSG00000162366
PGC	ENSG00000096088
PHF12	ENSG00000109118
PIEZO1	ENSG00000103335
PIGS	ENSG00000087111
PIGX	ENSG00000163964
PITPNM1	ENSG00000110697
PLIN4	ENSG00000167676
PLS1	ENSG00000120756
POLD4	ENSG00000175482
POLDIP2	ENSG00000004142
PPIL6	ENSG00000185250
PSME3	ENSG00000131467
PTPRCAP	ENSG00000213402
QRFPR	ENSG00000186867
RELT	ENSG00000054967
RNF166	ENSG00000158717
RPL23A	ENSG00000198242
RPS6KB2	ENSG00000175634
SCAMP5	ENSG00000198794
SCUBE2	ENSG00000175356
SDF2	ENSG00000132581
SESN1	ENSG00000080546
SGK494	ENSG00000167524
SH3GL1	ENSG00000141985
SIN3A	ENSG00000169375
SLC13A2	ENSG00000007216
SLC47A2	ENSG00000180638
SMPD2	ENSG00000135587
SPAG5	ENSG00000076382
SPECC1	ENSG00000128487
STIL	ENSG00000123473
TAL1	ENSG00000162367
TBC1D10C	ENSG00000175463
TBKBP1	ENSG00000198933
TLCD1	ENSG00000160606
TMEM134	ENSG00000172663
TMEM155	ENSG00000164112
TMEM199	ENSG00000244045
TMEM72	ENSG00000187783
TMEM97	ENSG00000109084
TMEM9B	ENSG00000175348
TRADD	ENSG00000102871
TRAF4	ENSG00000076604
TRPC1	ENSG00000144935
TRPC3	ENSG00000138741
TST	ENSG00000128311
TTLL6	ENSG00000170703
TUBGCP6	ENSG00000128159
UBXN6	ENSG00000167671
UNC119	ENSG00000109103
UNC119B	ENSG00000175970
WDR53	ENSG00000185798
XRN1	ENSG00000114127
ZBTB24	ENSG00000112365
ZDHHC19	ENSG00000163958
EPAS1	ENSG00000116016
CKS1B	ENSG00000173207
EFNA3	ENSG00000143590
MUC1	ENSG00000185499
PMVK	ENSG00000163344
PSD4	ENSG00000125637
SLC39A1	ENSG00000143570
UNCX	ENSG00000164853
ZBTB7B	ENSG00000160685
PDILT	ENSG00000169340
AP003068.23	NA
AP003774.4	ENSG00000236935
C11orf85	ENSG00000168070
CAPN1	ENSG00000014216
CDCA5	ENSG00000146670
DNAJC4	ENSG00000110011
FAU	ENSG00000149806
MAF	ENSG00000178573
MRPL49	ENSG00000149792
NUDT22	ENSG00000149761
SNX15	ENSG00000110025
SPP1	ENSG00000118785
SYVN1	ENSG00000162298
TRPT1	ENSG00000149743
ZFPL1	ENSG00000162300
ZNHIT2	ENSG00000174276
CRYZ	ENSG00000116791
TYW3	ENSG00000162623
MEIS2	ENSG00000134138
AHCYL2	ENSG00000158467
PSMC4	ENSG00000013275
DDRGK1	ENSG00000198171
ITPA	ENSG00000125877
LRCH4	ENSG00000077454
PRMT5	ENSG00000100462
PSMB5	ENSG00000100804
GLO1	ENSG00000124767
BTBD9	ENSG00000183826
PTPRD	ENSG00000153707
TMEM161B	ENSG00000164180
VTA1	ENSG00000009844
MYOF	ENSG00000138119
RBP4	ENSG00000138207
TTR	ENSG00000118271
PRPS1L1	ENSG00000229937
CDK5RAP2	ENSG00000136861
TCP10L2	ENSG00000166984
UNC93A	ENSG00000112494
CCL21	ENSG00000137077
CCL27	ENSG00000213927
IL11RA	ENSG00000137070
VCP	ENSG00000165280
AIRE	ENSG00000160224
B3GNT2	ENSG00000170340
AARS2	ENSG00000124608
AHNAK2	ENSG00000185567
FNIP1	ENSG00000217128
NFKBIE	ENSG00000146232
PLD4	ENSG00000166428
