MSH	ensembl_id	lApprovedUS.EU	Phase.Latest	First.Added	NelsonStatus	symbol
Cardiovascular Diseases	ENSG00000030110	FALSE	Preclinical	1997-07-15	Absent	BAK1
Cardiovascular Diseases	ENSG00000035862	FALSE	Preclinical	1991-02-15	Unused	TIMP2
Cardiovascular Diseases	ENSG00000043591	TRUE	Approved	1993-07-15	Approved	ADRB1
Cardiovascular Diseases	ENSG00000050628	FALSE	Preclinical	2016-09-20	Absent	PTGER3
Cardiovascular Diseases	ENSG00000053918	FALSE	Preclinical	2001-06-12	Unused	KCNQ1
Cardiovascular Diseases	ENSG00000057252	FALSE	unknown	1991-07-15	Unused	SOAT1
Cardiovascular Diseases	ENSG00000057593	FALSE	Preclinical	2005-01-26	Unused	F7
Cardiovascular Diseases	ENSG00000059377	FALSE	Phase II Clinical Trial	1992-09-15	Unused	TBXAS1
Cardiovascular Diseases	ENSG00000060491	FALSE	unknown	NA	Unused	OGFR
Cardiovascular Diseases	ENSG00000064989	FALSE	Preclinical	1991-02-15	Unused	CALCRL
Cardiovascular Diseases	ENSG00000065534	FALSE	Phase I Clinical Trial	NA	Unused	MYLK
Cardiovascular Diseases	ENSG00000065989	FALSE	Preclinical	1990-06-15	Unused	PDE4A
Cardiovascular Diseases	ENSG00000066230	FALSE	Preclinical	2015-07-15	Absent	SLC9A3
Cardiovascular Diseases	ENSG00000067560	FALSE	Preclinical	2004-08-13	Unused	RHOA
Cardiovascular Diseases	ENSG00000069431	FALSE	Preclinical	1989-07-15	Unused	ABCC9
Cardiovascular Diseases	ENSG00000069535	FALSE	Preclinical	2011-09-13	Preclinical	MAOB
Cardiovascular Diseases	ENSG00000069764	FALSE	Preclinical	2007-09-22	Unused	PLA2G10
Cardiovascular Diseases	ENSG00000070019	FALSE	Phase I Clinical Trial	2014-02-19	Absent	GUCY2C
Cardiovascular Diseases	ENSG00000072062	FALSE	Preclinical	2002-07-10	Unused	PRKACA
Cardiovascular Diseases	ENSG00000073756	FALSE	Preclinical	2009-11-09	Unused	PTGS2
Cardiovascular Diseases	ENSG00000077782	FALSE	Preclinical	NA	Unused	FGFR1
Cardiovascular Diseases	ENSG00000079459	FALSE	Preclinical	1998-10-15	Unused	FDFT1
Cardiovascular Diseases	ENSG00000087237	FALSE	Preclinical	2011-12-13	Preclinical	CETP
Cardiovascular Diseases	ENSG00000089250	FALSE	Preclinical	1998-10-15	Unused	NOS1
Cardiovascular Diseases	ENSG00000089692	FALSE	Preclinical	2016-08-23	Absent	LAG3
Cardiovascular Diseases	ENSG00000090339	FALSE	Preclinical	1990-07-15	Unused	ICAM1
Cardiovascular Diseases	ENSG00000091831	FALSE	Preclinical	1999-05-11	Unused	ESR1
Cardiovascular Diseases	ENSG00000092009	FALSE	Preclinical	2002-04-10	Unused	CMA1
Cardiovascular Diseases	ENSG00000095303	FALSE	Preclinical	2004-02-04	Unused	PTGS1
Cardiovascular Diseases	ENSG00000095321	FALSE	Preclinical	1993-01-15	Unused	CRAT
Cardiovascular Diseases	ENSG00000100985	FALSE	Preclinical	2011-09-29	Absent	MMP9
Cardiovascular Diseases	ENSG00000101109	FALSE	Preclinical	2011-03-02	Unused	STK4
Cardiovascular Diseases	ENSG00000102468	FALSE	Preclinical	1990-07-15	Unused	HTR2A
Cardiovascular Diseases	ENSG00000104368	FALSE	Approved	2017-03-07	Unused	PLAT
Cardiovascular Diseases	ENSG00000105329	FALSE	Preclinical	NA	Absent	TGFB1
Cardiovascular Diseases	ENSG00000105650	FALSE	Preclinical	1990-06-15	Unused	PDE4C
Cardiovascular Diseases	ENSG00000105894	FALSE	Preclinical	2002-02-11	Unused	PTN
Cardiovascular Diseases	ENSG00000106018	FALSE	Preclinical	2014-01-21	Absent	VIPR2
Cardiovascular Diseases	ENSG00000106366	FALSE	unknown	1994-08-15	Unused	SERPINE1
Cardiovascular Diseases	ENSG00000106804	FALSE	Preclinical	2004-04-26	Unused	C5
Cardiovascular Diseases	ENSG00000107562	FALSE	Phase I Clinical Trial	2012-03-21	Absent	CXCL12
Cardiovascular Diseases	ENSG00000108691	FALSE	unknown	2010-01-15	Absent	CCL2
Cardiovascular Diseases	ENSG00000108839	FALSE	Preclinical	NA	Unused	ALOX12
Cardiovascular Diseases	ENSG00000109320	FALSE	Preclinical	2008-02-11	Unused	NFKB1
Cardiovascular Diseases	ENSG00000109610	FALSE	Preclinical	1992-12-15	Unused	SOD3
Cardiovascular Diseases	ENSG00000110090	FALSE	Preclinical	1993-04-15	Unused	CPT1A
Cardiovascular Diseases	ENSG00000111142	FALSE	unknown	2010-07-01	Preclinical	METAP2
Cardiovascular Diseases	ENSG00000112062	FALSE	Preclinical	NA	Unused	MAPK14
Cardiovascular Diseases	ENSG00000112096	FALSE	Preclinical	1995-06-15	Unused	SOD2
Cardiovascular Diseases	ENSG00000112164	FALSE	unknown	2015-08-19	Absent	GLP1R
Cardiovascular Diseases	ENSG00000113161	FALSE	Preclinical	1994-07-15	Unused	HMGCR
Cardiovascular Diseases	ENSG00000113389	FALSE	Preclinical	2017-03-03	Absent	NPR3
Cardiovascular Diseases	ENSG00000113448	FALSE	Preclinical	1990-06-15	Unused	PDE4D
Cardiovascular Diseases	ENSG00000113749	FALSE	Preclinical	NA	Unused	HRH2
Cardiovascular Diseases	ENSG00000114378	FALSE	Preclinical	NA	Unused	HYAL1
Cardiovascular Diseases	ENSG00000114854	FALSE	Preclinical	2016-03-15	Absent	TNNC1
Cardiovascular Diseases	ENSG00000115252	FALSE	Phase I Clinical Trial	2007-06-26	Unused	PDE1A
Cardiovascular Diseases	ENSG00000116016	FALSE	Preclinical	2002-03-18	Unused	EPAS1
Cardiovascular Diseases	ENSG00000116044	FALSE	Preclinical	2013-08-22	Absent	NFE2L2
Cardiovascular Diseases	ENSG00000116478	FALSE	Preclinical	2007-12-18	Unused	HDAC1
Cardiovascular Diseases	ENSG00000117298	FALSE	Preclinical	1989-07-15	Unused	ECE1
Cardiovascular Diseases	ENSG00000117525	FALSE	Preclinical	2005-01-26	Unused	F3
Cardiovascular Diseases	ENSG00000117560	FALSE	Preclinical	1999-10-05	Unused	FASLG
Cardiovascular Diseases	ENSG00000117601	FALSE	Preclinical	NA	Unused	SERPINC1
Cardiovascular Diseases	ENSG00000118137	FALSE	Preclinical	2003-10-13	Unused	APOA1
Cardiovascular Diseases	ENSG00000118513	FALSE	Preclinical	1992-06-15	Unused	MYB
Cardiovascular Diseases	ENSG00000118523	FALSE	unknown	1999-09-14	Unused	CTGF
Cardiovascular Diseases	ENSG00000119535	FALSE	Phase I Clinical Trial	2012-03-21	Absent	CSF3R
Cardiovascular Diseases	ENSG00000120088	FALSE	unknown	2009-01-07	Unused	CRHR1
Cardiovascular Diseases	ENSG00000120156	FALSE	Preclinical	1995-08-15	Unused	TEK
Cardiovascular Diseases	ENSG00000120907	TRUE	Approved	NA	Approved	ADRA1A
Cardiovascular Diseases	ENSG00000120915	FALSE	Preclinical	2016-10-27	Absent	EPHX2
Cardiovascular Diseases	ENSG00000121361	FALSE	Preclinical	1989-07-15	Unused	KCNJ8
Cardiovascular Diseases	ENSG00000121653	FALSE	Preclinical	2003-08-26	Unused	MAPK8IP1
Cardiovascular Diseases	ENSG00000121691	FALSE	Preclinical	1989-12-15	Unused	CAT
Cardiovascular Diseases	ENSG00000121807	FALSE	Preclinical	2009-09-15	Preclinical	CCR2
Cardiovascular Diseases	ENSG00000121966	FALSE	Preclinical	2008-09-04	Unused	CXCR4
Cardiovascular Diseases	ENSG00000122420	FALSE	Preclinical	NA	Unused	PTGFR
Cardiovascular Diseases	ENSG00000122585	FALSE	Phase II Clinical Trial	1999-12-09	Unused	NPY
Cardiovascular Diseases	ENSG00000122861	FALSE	Preclinical	2000-03-29	Unused	PLAU
Cardiovascular Diseases	ENSG00000125538	FALSE	Preclinical	2012-11-05	Preclinical	IL1B
Cardiovascular Diseases	ENSG00000126218	FALSE	Phase I Clinical Trial	NA	Unused	F10
Cardiovascular Diseases	ENSG00000126895	FALSE	Preclinical	1995-08-15	Unused	AVPR2
Cardiovascular Diseases	ENSG00000127533	FALSE	Phase I Clinical Trial	2014-03-05	Absent	F2RL3
Cardiovascular Diseases	ENSG00000128271	FALSE	Preclinical	1989-06-15	Unused	ADORA2A
Cardiovascular Diseases	ENSG00000129484	FALSE	unknown	2000-06-26	Unused	PARP2
Cardiovascular Diseases	ENSG00000130164	FALSE	Preclinical	1994-06-15	Unused	LDLR
Cardiovascular Diseases	ENSG00000130203	FALSE	unknown	NA	Unused	APOE
Cardiovascular Diseases	ENSG00000130368	FALSE	Preclinical	2008-03-25	Unused	MAS1
Cardiovascular Diseases	ENSG00000131471	FALSE	Preclinical	2016-02-17	Absent	AOC3
Cardiovascular Diseases	ENSG00000131747	FALSE	Preclinical	1991-07-15	Unused	TOP2A
Cardiovascular Diseases	ENSG00000131981	FALSE	Preclinical	2013-08-19	Absent	LGALS3
Cardiovascular Diseases	ENSG00000132329	FALSE	Preclinical	1991-02-15	Unused	RAMP1
Cardiovascular Diseases	ENSG00000132671	FALSE	Preclinical	2001-07-26	Unused	SSTR4
Cardiovascular Diseases	ENSG00000132693	FALSE	unknown	2003-02-12	Unused	CRP
Cardiovascular Diseases	ENSG00000132906	FALSE	Preclinical	1999-04-14	Unused	CASP9
Cardiovascular Diseases	ENSG00000132965	FALSE	unknown	2007-04-13	Unused	ALOX5AP
Cardiovascular Diseases	ENSG00000133105	FALSE	Preclinical	2008-05-20	Unused	RXFP2
Cardiovascular Diseases	ENSG00000134318	FALSE	Preclinical	2003-10-29	Unused	ROCK2
Cardiovascular Diseases	ENSG00000134853	FALSE	Preclinical	NA	Unused	PDGFRA
Cardiovascular Diseases	ENSG00000135124	FALSE	Preclinical	2015-06-24	Absent	P2RX4
Cardiovascular Diseases	ENSG00000135744	FALSE	Preclinical	2017-06-14	Absent	AGT
Cardiovascular Diseases	ENSG00000136160	FALSE	Preclinical	1989-07-15	Unused	EDNRB
Cardiovascular Diseases	ENSG00000137752	FALSE	Preclinical	1998-09-15	Unused	CASP1
Cardiovascular Diseases	ENSG00000138379	FALSE	Preclinical	2002-06-17	Unused	MSTN
Cardiovascular Diseases	ENSG00000138448	FALSE	Preclinical	1998-10-15	Unused	ITGAV
Cardiovascular Diseases	ENSG00000138675	FALSE	Preclinical	1993-04-15	Unused	FGF5
Cardiovascular Diseases	ENSG00000138735	FALSE	Phase III Clinical Trial	1994-09-15	Unused	PDE5A
Cardiovascular Diseases	ENSG00000139610	FALSE	Preclinical	NA	Unused	CELA1
Cardiovascular Diseases	ENSG00000139687	FALSE	Preclinical	2002-08-20	Unused	RB1
Cardiovascular Diseases	ENSG00000139874	FALSE	Preclinical	2001-07-26	Unused	SSTR1
Cardiovascular Diseases	ENSG00000141505	FALSE	Phase I Clinical Trial	2016-12-01	Absent	ASGR1
Cardiovascular Diseases	ENSG00000141744	FALSE	Preclinical	NA	Unused	PNMT
Cardiovascular Diseases	ENSG00000143799	FALSE	Preclinical	2000-06-26	Unused	PARP1
Cardiovascular Diseases	ENSG00000143839	FALSE	Preclinical	1991-12-15	Unused	REN
Cardiovascular Diseases	ENSG00000144285	FALSE	Preclinical	1993-06-15	Unused	SCN1A
Cardiovascular Diseases	ENSG00000144891	FALSE	Preclinical	1992-07-15	Unused	AGTR1
Cardiovascular Diseases	ENSG00000145423	FALSE	Preclinical	1998-12-15	Unused	SFRP2
Cardiovascular Diseases	ENSG00000145936	FALSE	Preclinical	1995-08-15	Unused	KCNMB1
Cardiovascular Diseases	ENSG00000146469	FALSE	Preclinical	NA	Unused	VIP
Cardiovascular Diseases	ENSG00000146648	FALSE	Preclinical	NA	Unused	EGFR
Cardiovascular Diseases	ENSG00000147246	FALSE	Preclinical	1995-08-15	Unused	HTR2C
Cardiovascular Diseases	ENSG00000148680	FALSE	Preclinical	1997-03-15	Unused	HTR7
Cardiovascular Diseases	ENSG00000149295	FALSE	Preclinical	1994-08-15	Unused	DRD2
Cardiovascular Diseases	ENSG00000149451	FALSE	Preclinical	2002-07-19	Unused	ADAM33
Cardiovascular Diseases	ENSG00000150594	FALSE	Preclinical	1995-12-15	Unused	ADRA2A
Cardiovascular Diseases	ENSG00000151067	FALSE	Phase I Clinical Trial	1989-06-15	Unused	CACNA1C
Cardiovascular Diseases	ENSG00000151617	FALSE	Preclinical	1989-07-15	Unused	EDNRA
Cardiovascular Diseases	ENSG00000151623	FALSE	Preclinical	1992-12-15	Unused	NR3C2
Cardiovascular Diseases	ENSG00000151729	FALSE	Preclinical	2002-11-05	Unused	SLC25A4
Cardiovascular Diseases	ENSG00000153253	FALSE	Preclinical	1993-06-15	Unused	SCN3A
Cardiovascular Diseases	ENSG00000154229	FALSE	Preclinical	1992-03-15	Unused	PRKCA
Cardiovascular Diseases	ENSG00000155011	FALSE	Preclinical	2012-04-18	Preclinical	DKK2
Cardiovascular Diseases	ENSG00000156026	FALSE	Preclinical	2017-07-17	Absent	MCU
Cardiovascular Diseases	ENSG00000157227	FALSE	Preclinical	2001-02-02	Unused	MMP14
Cardiovascular Diseases	ENSG00000158125	FALSE	Preclinical	1991-11-15	Unused	XDH
Cardiovascular Diseases	ENSG00000159640	FALSE	Phase I Clinical Trial	1993-03-15	Unused	ACE
Cardiovascular Diseases	ENSG00000159899	FALSE	Preclinical	2008-06-20	Preclinical	NPR2
Cardiovascular Diseases	ENSG00000160013	FALSE	Phase I Clinical Trial	1990-12-15	Unused	PTGIR
Cardiovascular Diseases	ENSG00000160255	FALSE	Preclinical	1994-06-15	Unused	ITGB2
Cardiovascular Diseases	ENSG00000160691	FALSE	Preclinical	2007-07-23	Unused	SHC1
Cardiovascular Diseases	ENSG00000160791	FALSE	Preclinical	2009-09-15	Preclinical	CCR5
Cardiovascular Diseases	ENSG00000160951	FALSE	Phase I Clinical Trial	1994-04-15	Unused	PTGER1
Cardiovascular Diseases	ENSG00000163399	FALSE	Phase I Clinical Trial	1996-07-15	Unused	ATP1A1
Cardiovascular Diseases	ENSG00000163485	FALSE	Preclinical	1991-11-15	Unused	ADORA1
Cardiovascular Diseases	ENSG00000163737	FALSE	Preclinical	2009-12-01	Preclinical	PF4
Cardiovascular Diseases	ENSG00000164128	FALSE	Preclinical	1996-01-15	Unused	NPY1R
Cardiovascular Diseases	ENSG00000164251	FALSE	Preclinical	2011-06-02	Absent	F2RL1
Cardiovascular Diseases	ENSG00000164266	FALSE	Preclinical	1999-06-02	Unused	SPINK1
Cardiovascular Diseases	ENSG00000164270	FALSE	Preclinical	1995-03-15	Unused	HTR4
Cardiovascular Diseases	ENSG00000164305	FALSE	Preclinical	2000-05-10	Unused	CASP3
Cardiovascular Diseases	ENSG00000164867	FALSE	Preclinical	1998-10-15	Unused	NOS3
Cardiovascular Diseases	ENSG00000165471	FALSE	Preclinical	2004-01-06	Unused	MBL2
Cardiovascular Diseases	ENSG00000166148	FALSE	Preclinical	NA	Unused	AVPR1A
Cardiovascular Diseases	ENSG00000166501	FALSE	Preclinical	1995-09-15	Unused	PRKCB
Cardiovascular Diseases	ENSG00000166603	FALSE	Preclinical	1998-08-15	Unused	MC4R
Cardiovascular Diseases	ENSG00000167601	FALSE	Preclinical	2007-10-29	Unused	AXL
Cardiovascular Diseases	ENSG00000168522	FALSE	Preclinical	1998-10-15	Unused	FNTA
Cardiovascular Diseases	ENSG00000169174	FALSE	Preclinical	2015-08-19	Absent	PCSK9
Cardiovascular Diseases	ENSG00000169252	FALSE	Preclinical	1989-09-15	Unused	ADRB2
Cardiovascular Diseases	ENSG00000169313	FALSE	Preclinical	2001-12-04	Unused	P2RY12
Cardiovascular Diseases	ENSG00000169403	FALSE	Preclinical	1989-07-15	Unused	PTAFR
Cardiovascular Diseases	ENSG00000169418	FALSE	Preclinical	2008-06-20	Preclinical	NPR1
Cardiovascular Diseases	ENSG00000170989	FALSE	Phase I Clinical Trial	2016-11-01	Absent	S1PR1
Cardiovascular Diseases	ENSG00000171049	FALSE	Preclinical	NA	Absent	FPR2
Cardiovascular Diseases	ENSG00000171388	FALSE	Phase I Clinical Trial	2017-01-31	Absent	APLN
Cardiovascular Diseases	ENSG00000171509	FALSE	Preclinical	2008-05-20	Unused	RXFP1
Cardiovascular Diseases	ENSG00000171552	FALSE	Preclinical	2003-06-02	Unused	BCL2L1
Cardiovascular Diseases	ENSG00000171791	FALSE	Preclinical	2001-02-28	Unused	BCL2
Cardiovascular Diseases	ENSG00000171862	FALSE	Preclinical	1999-07-06	Unused	PTEN
Cardiovascular Diseases	ENSG00000172572	TRUE	Approved	1991-12-15	Unused	PDE3A
Cardiovascular Diseases	ENSG00000173175	FALSE	Preclinical	2011-03-01	Unused	ADCY5
Cardiovascular Diseases	ENSG00000173198	FALSE	Preclinical	1994-07-15	Unused	CYSLTR1
Cardiovascular Diseases	ENSG00000173250	FALSE	Preclinical	2017-12-18	Absent	GPR151
Cardiovascular Diseases	ENSG00000174175	FALSE	Preclinical	1993-05-15	Unused	SELP
Cardiovascular Diseases	ENSG00000175445	FALSE	Preclinical	2012-11-23	Preclinical	LPL
Cardiovascular Diseases	ENSG00000175591	FALSE	Preclinical	2017-08-21	Absent	P2RY2
Cardiovascular Diseases	ENSG00000176884	TRUE	Approved	NA	Approved	GRIN1
Cardiovascular Diseases	ENSG00000177606	FALSE	Preclinical	2001-11-13	Unused	JUN
Cardiovascular Diseases	ENSG00000178394	FALSE	Preclinical	1989-09-15	Unused	HTR1A
Cardiovascular Diseases	ENSG00000179142	FALSE	Preclinical	2008-05-21	Unused	CYP11B2
Cardiovascular Diseases	ENSG00000180210	FALSE	Preclinical	1995-06-15	Unused	F2
Cardiovascular Diseases	ENSG00000180772	FALSE	Preclinical	1994-09-15	Unused	AGTR2
Cardiovascular Diseases	ENSG00000180914	FALSE	Preclinical	1995-08-15	Unused	OXTR
Cardiovascular Diseases	ENSG00000181072	FALSE	Preclinical	1991-02-15	Unused	CHRM2
Cardiovascular Diseases	ENSG00000181104	FALSE	Preclinical	1991-11-15	Unused	F2R
Cardiovascular Diseases	ENSG00000181408	FALSE	Preclinical	1999-09-22	Unused	UTS2R
Cardiovascular Diseases	ENSG00000182782	FALSE	Preclinical	2000-12-05	Unused	HCAR2
Cardiovascular Diseases	ENSG00000183023	FALSE	Preclinical	1998-12-15	Unused	SLC8A1
Cardiovascular Diseases	ENSG00000183873	FALSE	Preclinical	2003-07-29	Absent	SCN5A
Cardiovascular Diseases	ENSG00000184588	FALSE	Preclinical	1990-06-15	Unused	PDE4B
Cardiovascular Diseases	ENSG00000184845	FALSE	Preclinical	1990-08-15	Unused	DRD1
Cardiovascular Diseases	ENSG00000185532	FALSE	Preclinical	NA	Unused	PRKG1
Cardiovascular Diseases	ENSG00000186951	FALSE	Preclinical	2009-08-26	Unused	PPARA
Cardiovascular Diseases	ENSG00000187266	FALSE	Preclinical	2002-02-25	Unused	EPOR
Cardiovascular Diseases	ENSG00000187486	FALSE	Preclinical	1990-09-15	Unused	KCNJ11
Cardiovascular Diseases	ENSG00000188404	FALSE	Preclinical	1996-03-15	Unused	SELL
Cardiovascular Diseases	ENSG00000188778	FALSE	Preclinical	1995-06-15	Unused	ADRB3
Cardiovascular Diseases	ENSG00000189403	FALSE	Preclinical	2007-09-22	Unused	HMGB1
Cardiovascular Diseases	ENSG00000196411	FALSE	Preclinical	2006-08-21	Unused	EPHB4
Cardiovascular Diseases	ENSG00000196549	FALSE	Preclinical	1990-09-15	Unused	MME
Cardiovascular Diseases	ENSG00000196591	FALSE	Preclinical	2007-12-18	Unused	HDAC2
Cardiovascular Diseases	ENSG00000196639	FALSE	Preclinical	2007-12-10	Unused	HRH1
Cardiovascular Diseases	ENSG00000197122	FALSE	Preclinical	1997-10-15	Unused	SRC
Cardiovascular Diseases	ENSG00000197249	FALSE	Preclinical	2009-12-01	Absent	SERPINA1
Cardiovascular Diseases	ENSG00000197405	FALSE	Preclinical	2003-10-15	Unused	C5AR1
Cardiovascular Diseases	ENSG00000197442	FALSE	Preclinical	2010-12-23	Unused	MAP3K5
Cardiovascular Diseases	ENSG00000197561	FALSE	Preclinical	1993-08-15	Unused	ELANE
Cardiovascular Diseases	ENSG00000197635	FALSE	Phase I Clinical Trial	2012-03-21	Absent	DPP4
Cardiovascular Diseases	ENSG00000197894	FALSE	Preclinical	2015-07-28	Absent	ADH5
Cardiovascular Diseases	ENSG00000198049	FALSE	Preclinical	NA	Unused	AVPR1B
Cardiovascular Diseases	ENSG00000198670	FALSE	Preclinical	2015-10-15	Absent	LPA
Cardiovascular Diseases	ENSG00000198793	FALSE	Preclinical	2003-05-28	Unused	MTOR
Cardiovascular Diseases	ENSG00000203710	FALSE	Preclinical	1992-11-15	Unused	CR1
Cardiovascular Diseases	ENSG00000213398	FALSE	Preclinical	2008-04-08	Unused	LCAT
Cardiovascular Diseases	ENSG00000213903	FALSE	Preclinical	NA	Unused	LTB4R
Cardiovascular Diseases	ENSG00000214274	FALSE	Preclinical	NA	Unused	ANG
Cardiovascular Diseases	ENSG00000215644	FALSE	Preclinical	2008-03-04	Absent	GCGR
Cardiovascular Diseases	ENSG00000219073	FALSE	Preclinical	NA	Unused	CELA3B
Cardiovascular Diseases	ENSG00000240972	FALSE	Preclinical	2009-12-01	Preclinical	MIF
Cardiovascular Diseases	ENSG00000259207	FALSE	Preclinical	1991-11-15	Unused	ITGB3
Cardiovascular Diseases	ENSG00000271503	FALSE	Preclinical	2009-12-01	Preclinical	CCL5
Cardiovascular Diseases	ENSG00000274286	FALSE	Preclinical	1991-03-15	Unused	ADRA2B
Cardiovascular Diseases	ENSG00000282608	FALSE	Preclinical	1995-06-15	Unused	ADORA3
Cataplexy	ENSG00000101180	FALSE	Phase III Clinical Trial	2005-10-18	Phase III Clinical Trial	HRH3
Cataplexy	ENSG00000103546	FALSE	unknown	NA	Absent	SLC6A2
Cataplexy	ENSG00000108576	FALSE	unknown	NA	Absent	SLC6A4
Cataract	ENSG00000014216	FALSE	Preclinical	2016-04-28	Absent	CAPN1
Cataract	ENSG00000073756	TRUE	Approved	2008-01-15	Approved	PTGS2
Cataract	ENSG00000085662	FALSE	Phase II Clinical Trial	1989-11-15	Unused	AKR1B1
Cataract	ENSG00000095303	TRUE	Approved	2008-01-15	Approved	PTGS1
Cataract	ENSG00000106799	FALSE	Preclinical	2004-08-11	Unused	TGFBR1
Cataract	ENSG00000113580	TRUE	Approved	1997-03-15	Approved	NR3C1
Cataract	ENSG00000116044	FALSE	Phase II Clinical Trial	2014-01-07	Absent	NFE2L2
Cataract	ENSG00000120907	TRUE	Approved	2008-01-15	Phase III Clinical Trial	ADRA1A
Cataract	ENSG00000131747	FALSE	Preclinical	2016-09-21	Absent	TOP2A
Cataract	ENSG00000162909	FALSE	Preclinical	2016-04-28	Absent	CAPN2
Cataract	ENSG00000163513	FALSE	Preclinical	2004-08-11	Unused	TGFBR2
Cataract	ENSG00000170214	TRUE	Approved	2008-01-15	Phase III Clinical Trial	ADRA1B
Cataract	ENSG00000171873	TRUE	Approved	2008-01-15	Phase III Clinical Trial	ADRA1D
Cataract	ENSG00000180720	FALSE	Phase III Clinical Trial	2014-04-07	Absent	CHRM4
Celiac Disease	ENSG00000085377	FALSE	Phase II Clinical Trial	2006-12-11	Phase II Clinical Trial	PREP
Celiac Disease	ENSG00000117525	FALSE	unknown	2003-04-08	Preclinical	F3
Celiac Disease	ENSG00000138684	FALSE	Preclinical	2014-10-29	Absent	IL21
Celiac Disease	ENSG00000163131	FALSE	Phase I Clinical Trial	2014-11-22	Absent	CTSS
Celiac Disease	ENSG00000164136	FALSE	Phase II Clinical Trial	1999-05-26	Absent	IL15
Celiac Disease	ENSG00000165025	FALSE	Preclinical	1992-06-15	Unused	SYK
Celiac Disease	ENSG00000173585	FALSE	Phase II Clinical Trial	2003-07-07	Phase II Clinical Trial	CCR9
Celiac Disease	ENSG00000186827	FALSE	Preclinical	2013-02-05	Absent	TNFRSF4
Celiac Disease	ENSG00000198793	FALSE	Preclinical	2015-05-14	Absent	MTOR
Celiac Disease	ENSG00000198851	FALSE	unknown	2002-11-07	Unused	CD3E
Celiac Disease	ENSG00000198959	FALSE	Phase I Clinical Trial	2008-02-14	Unused	TGM2
Central Nervous System Neoplasms	ENSG00000047936	FALSE	Phase I Clinical Trial	2009-05-20	Absent	ROS1
Central Nervous System Neoplasms	ENSG00000116478	FALSE	Preclinical	2015-01-21	Absent	HDAC1
Central Nervous System Neoplasms	ENSG00000121879	FALSE	Phase II Clinical Trial	2013-07-09	Absent	PIK3CA
Central Nervous System Neoplasms	ENSG00000128052	FALSE	Phase I Clinical Trial	1997-11-15	Absent	KDR
Central Nervous System Neoplasms	ENSG00000135914	TRUE	Approved	NA	Approved	HTR2B
Central Nervous System Neoplasms	ENSG00000140443	FALSE	unknown	2005-08-05	Unused	IGF1R
Central Nervous System Neoplasms	ENSG00000140538	FALSE	Phase I Clinical Trial	2009-05-20	Absent	NTRK3
Central Nervous System Neoplasms	ENSG00000148053	FALSE	Phase I Clinical Trial	2009-05-20	Absent	NTRK2
Central Nervous System Neoplasms	ENSG00000149295	TRUE	Approved	NA	Approved	DRD2
Central Nervous System Neoplasms	ENSG00000163599	FALSE	Phase II Clinical Trial	1998-09-15	Absent	CTLA4
Central Nervous System Neoplasms	ENSG00000168522	FALSE	unknown	1997-06-15	Phase I Clinical Trial	FNTA
Central Nervous System Neoplasms	ENSG00000170430	FALSE	unknown	1998-06-15	Unused	MGMT
Central Nervous System Neoplasms	ENSG00000171094	FALSE	Phase I Clinical Trial	2009-05-20	Absent	ALK
Central Nervous System Neoplasms	ENSG00000171862	FALSE	Phase II Clinical Trial	1999-02-15	Phase II Clinical Trial	PTEN
Central Nervous System Neoplasms	ENSG00000182871	FALSE	unknown	1997-02-15	Unused	COL18A1
Central Nervous System Neoplasms	ENSG00000188389	FALSE	Phase II Clinical Trial	2005-05-12	Absent	PDCD1
Central Nervous System Neoplasms	ENSG00000198400	FALSE	Phase II Clinical Trial	2009-05-20	Absent	NTRK1
Central Nervous System Neoplasms	ENSG00000198793	FALSE	Phase II Clinical Trial	1999-02-15	Phase II Clinical Trial	MTOR
Cerebral Amyloid Angiopathy	ENSG00000142192	FALSE	Phase II Clinical Trial	2004-11-12	Absent	APP
Cerebral Hemorrhage	ENSG00000057593	FALSE	Phase III Clinical Trial	2004-12-07	Unused	F7
Cerebral Hemorrhage	ENSG00000067182	FALSE	unknown	2009-06-09	Preclinical	TNFRSF1A
